City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
323,Tahta,EG,26.7693,31.5021,65.98,46,0,6.8,clear sky
324,Soe,ID,-9.8607,124.284,68.83,89,96,2.21,overcast clouds
325,Madimba,TZ,-10.4,40.3333,75.6,86,75,6.46,broken clouds
326,Sylvan Lake,CA,52.3168,-114.0853,25.05,78,0,3.44,clear sky
327,Lebu,CL,-37.6167,-73.65,54.99,90,77,12.86,light rain
328,Cidreira,BR,-30.1811,-50.2056,66.51,89,100,10.74,overcast clouds
329,Canyon,US,34.9803,-101.9188,42.53,34,88,11.1,overcast clouds
330,Rabo De Peixe,PT,37.8,-25.5833,57.27,96,20,4.61,few clouds
331,Tazovskiy,RU,67.4667,78.7,-12.98,97,7,6.64,clear sky
332,Havoysund,NO,70.9963,24.6622,34.03,82,100,2.64,overcast clouds
333,Bilma,NE,18.6853,12.9164,72.57,25,39,7.05,scattered clouds
334,Luwuk,ID,-0.9516,122.7875,78.94,85,100,1.77,overcast clouds
335,Port Blair,IN,11.6667,92.75,77.04,94,40,0.0,mist
336,Ustye,RU,59.6304,39.736,46.38,89,100,15.08,overcast clouds
337,Victoria,HK,22.2855,114.1577,75.38,88,10,1.99,clear sky
338,Birjand,IR,32.8663,59.2211,55.87,30,0,6.91,clear sky
339,Hailar,CN,49.2,119.7,10.67,86,6,4.59,clear sky
340,Chake Chake,TZ,-5.2459,39.7666,75.67,89,57,4.41,broken clouds
341,San Patricio,US,28.017,-97.5169,84.29,62,99,6.55,overcast clouds
342,Ugoofaaru,MV,5.6667,73.0,80.51,72,100,0.67,light rain
343,Lukoyanov,RU,55.0277,44.4786,39.16,98,100,3.0,overcast clouds
344,Jijiga,ET,9.35,42.8,63.57,75,14,0.69,few clouds
345,Bethel,US,41.3712,-73.414,66.29,88,100,9.22,heavy intensity rain
346,Hargeysa,SO,9.56,44.065,64.24,87,66,9.86,broken clouds
347,Sorland,NO,67.667,12.6934,46.26,81,97,31.43,overcast clouds
348,Pitimbu,BR,-7.4706,-34.8086,81.19,77,10,7.74,clear sky
